"Run 1: Time (s)","Run 1: Acceleration (m/s²)"
5.52,-0.877480844728
5.54,-1.5212561805
5.56,-0.989441772689
5.58,-1.12939293264
5.6,-1.71718780443
5.62,-2.22101198026
5.64,-2.30498267623
5.66,-2.30498267623
5.68,-1.63321710846
5.7,-2.13704128429
5.72,-1.96909989235
5.74,-2.19302174827
5.76,-2.1090510523
5.78,-2.24900221225
5.8,-2.27699244424
5.82,-2.22101198026
5.84,-2.27699244424
5.86,-2.33297290822
5.88,-2.27699244424
5.9,-2.13704128429
5.92,-1.94110966036
5.94,-2.02508035633
5.96,-1.96909989235
5.98,-1.60522687647
6,-1.99709012434
6.02,-1.63321710846
6.04,-1.74517803642
6.06,-1.8291487324
6.08,-2.05307058832
6.1,-1.63321710846
6.12,-0.793510148757
6.14,-1.18537339662
6.16,-2.41694360419
6.18,-1.21336362861
6.2,-0.709539452786
6.22,-0.737529684777
6.24,-0.737529684777
6.26,-0.429637132884
6.28,-0.233705508952
6.3,0.0461968109499
6.32,-0.261695740943
6.34,-0.00978365303054
6.36,-0.149734812982
6.38,0.410069826823
6.4,0.298108898862
6.42,0.410069826823
6.44,0.633991682745
6.46,0.661981914735
6.48,1.02585493061
6.5,0.857913538667
6.52,1.0538451626
6.54,1.38972794648
6.56,1.3337474825
6.58,1.19379632255
6.6,1.6136498024
6.62,1.86556189032
6.64,1.75360096235
6.66,1.83757165832
6.68,1.72561073036
6.7,1.97752281828
6.72,1.86556189032
6.74,2.00551305027
6.76,2.00551305027
6.78,2.03350328226
6.8,2.08948374624
6.82,2.08948374624
6.84,2.06149351425
6.86,1.97752281828
6.88,1.94953258629
6.9,1.9215423543
6.92,2.22943490619
6.94,1.52967910643
6.96,1.64164003439
6.98,1.47369864245
7,1.44570841046
7.02,1.36173771449
7.04,1.3337474825
7.06,1.52967910643
7.08,0.941884234637
7.1,0.941884234637
7.12,1.19379632255
7.14,0.689972146725
7.16,0.633991682745
7.18,0.438060058813
7.2,0.438060058813
7.22,0.354089362842
7.24,0.0741870429402
7.26,-0.121744580991
7.28,-0.513607828855
7.3,-0.205715276962
7.32,-0.513607828855
7.34,-0.597578524825
7.36,-0.709539452786
7.38,-0.793510148757
7.4,-0.653558988806
7.42,-0.961451540698
7.44,-1.18537339662
7.46,-1.15738316463
7.48,-1.35331478856
7.5,-1.66120734045
7.52,-1.10140270065
7.54,-1.74517803642
7.56,-1.80115850041
7.58,-1.96909989235
7.6,-1.94110966036
7.62,-1.88512919638
7.64,-1.99709012434
7.66,-2.05307058832
7.68,-1.96909989235
7.7,-2.08106082031
7.72,-2.13704128429
7.74,-2.08106082031
7.76,-2.02508035633
7.78,-2.05307058832
7.8,-1.91311942837
7.82,-1.88512919638
7.84,-1.74517803642
7.86,-2.24900221225
7.88,-1.80115850041
7.9,-1.63321710846
7.92,-1.60522687647
7.94,-1.43728548453
7.96,-1.85713896439
7.98,-1.32532455657
8,-1.21336362861
8.02,-0.905471076718
8.04,-0.877480844728
8.06,-0.905471076718
8.08,-0.737529684777
8.1,-0.569588292835
8.12,-0.709539452786
8.14,-0.345666436913
8.16,-0.457627364874
8.18,-0.233705508952
8.2,0.0461968109499
8.22,0.0461968109499
8.24,0.158157738911
8.26,0.438060058813
8.28,0.382079594833
8.3,0.829923306676
8.32,0.829923306676
8.34,0.801933074686
8.36,0.997864698618
8.38,1.16580609056
8.4,1.3337474825
8.42,1.24977678653
8.44,1.10982562658
8.46,1.50168887444
8.48,1.50168887444
8.5,1.66963026638
8.52,1.6136498024
8.54,1.75360096235
8.56,1.6136498024
8.58,1.72561073036
8.6,1.9215423543
8.62,1.89355212231
8.64,1.89355212231
8.66,1.83757165832
8.68,1.83757165832
8.7,1.80958142633
8.72,1.80958142633
8.74,1.80958142633
8.76,1.75360096235
8.78,1.78159119434
8.8,1.64164003439
8.82,1.72561073036
8.84,1.52967910643
8.86,1.30575725051
8.88,1.36173771449
8.9,1.16580609056
8.92,1.27776701852
8.94,1.0538451626
8.96,0.745952610706
8.98,0.941884234637
9,0.550020986774
9.02,0.606001450755
9.04,0.438060058813
9.06,0.494040522794
9.08,0.10217727493
9.1,0.0461968109499
9.12,-0.0937543490012
9.14,-0.0937543490012
9.16,-0.513607828855
9.18,-0.513607828855
9.2,-0.541598060845
9.22,-0.709539452786
9.24,-0.653558988806
9.26,-0.821500380747
9.28,-0.877480844728
9.3,-0.905471076718
9.32,-1.04542223667
9.34,-1.21336362861
9.36,-1.21336362861
9.38,-1.5212561805
9.4,-1.54924641249
9.42,-3.28464079589
9.44,-2.13704128429
9.46,-1.91311942837
9.48,-1.80115850041
9.5,-1.94110966036
9.52,-1.8291487324
9.54,-1.74517803642
9.56,-1.85713896439
9.58,-1.94110966036
9.6,-1.85713896439
9.62,-1.8291487324
9.64,-1.88512919638
9.66,-1.88512919638
9.68,-1.63321710846
9.7,-1.85713896439
9.72,-1.57723664448
9.74,-1.43728548453
9.76,-1.40929525254
9.78,-0.905471076718
9.8,-2.30498267623
9.82,-1.60522687647
9.84,-1.12939293264
9.86,-1.26934409259
9.88,-1.01743200468
9.9,-0.709539452786
9.92,-0.849490612737
9.94,-0.485617596864
9.96,-0.765519916767
9.98,-0.597578524825
10,-0.205715276962
10.02,-0.0377738850208
10.04,-0.177725044972
10.06,-0.0377738850208
10.08,0.10217727493
10.1,0.298108898862
10.12,0.326099130852
10.14,0.522030754784
10.16,0.606001450755
10.18,0.606001450755
10.2,0.829923306676
10.22,0.857913538667
10.24,0.941884234637
10.26,1.0538451626
10.28,1.02585493061
10.3,1.08183539459
10.32,1.19379632255
10.34,1.30575725051
10.36,1.58565957041
10.38,1.72561073036
10.4,1.75360096235
10.42,1.86556189032
10.44,1.75360096235
10.46,1.55766933842
10.48,1.58565957041
10.5,1.6136498024
10.52,1.64164003439
10.54,1.6136498024
10.56,1.66963026638
10.58,1.64164003439
10.6,1.55766933842
10.62,1.58565957041
10.64,1.52967910643
10.66,1.41771817847
10.68,1.50168887444
10.7,1.36173771449
10.72,1.16580609056
10.74,1.16580609056
10.76,1.13781585857
10.78,1.02585493061
10.8,0.913894002647
10.82,0.885903770657
10.84,0.661981914735
10.86,0.550020986774
10.88,0.773942842696
10.9,0.298108898862
10.92,0.270118666872
10.94,0.326099130852
10.96,-0.065764117011
10.98,-0.177725044972
11,-0.205715276962
11.02,-0.345666436913
11.04,-0.541598060845
11.06,-0.373656668904
11.08,-0.933461308708
11.1,-0.485617596864
11.12,-0.849490612737
11.14,-0.793510148757
11.16,-1.04542223667
11.18,-0.933461308708
11.2,-1.15738316463
11.22,-1.21336362861
11.24,-1.32532455657
11.26,-1.43728548453
11.28,-1.5212561805
11.3,-1.5212561805
11.32,-0.961451540698
11.34,-1.63321710846
11.36,-1.35331478856
11.38,-1.94110966036
11.4,-1.66120734045
11.42,-1.57723664448
11.44,-1.8291487324
11.46,-1.74517803642
11.48,-1.66120734045
11.5,-1.68919757244
11.52,-1.60522687647
11.54,-1.5212561805
11.56,-1.71718780443
11.58,-1.21336362861
11.6,-1.38130502055
11.62,-1.18537339662
11.64,-1.5212561805
11.66,-1.18537339662
11.68,-0.961451540698
11.7,-1.12939293264
11.72,-1.01743200468
11.74,-0.961451540698
11.76,-0.905471076718
11.78,-0.709539452786
11.8,-0.765519916767
11.82,-0.513607828855
11.84,-0.541598060845
11.86,-0.261695740943
11.88,0.158157738911
11.9,-0.0937543490012
11.92,-0.121744580991
11.94,-0.00978365303054
11.96,-0.00978365303054
11.98,0.242128434882
12,0.438060058813
12.02,0.326099130852
12.04,0.606001450755
12.06,0.633991682745
12.08,0.857913538667
12.1,0.801933074686
12.12,0.773942842696
12.14,1.0538451626
12.16,1.22178655454
12.18,1.22178655454
12.2,1.16580609056
12.22,1.08183539459
12.24,1.22178655454
12.26,1.44570841046
12.28,1.58565957041
12.3,1.36173771449
12.32,1.47369864245
12.34,1.44570841046
12.36,1.58565957041
12.38,1.44570841046
12.4,1.52967910643
12.42,1.44570841046
12.44,1.50168887444
12.46,1.47369864245
12.48,1.44570841046
12.5,1.3337474825
12.52,1.24977678653
12.54,1.24977678653
12.56,1.38972794648
12.58,1.08183539459
12.6,1.08183539459
12.62,1.16580609056
12.64,0.745952610706
12.66,1.02585493061
12.68,0.606001450755
12.7,0.661981914735
12.72,0.522030754784
12.74,0.633991682745
12.76,0.214138202891
12.78,0.270118666872
12.8,0.270118666872
12.82,0.130167506921
12.84,0.0182065789597
12.86,-0.289685972933
12.88,-0.233705508952
12.9,-0.149734812982
12.92,-0.625568756816
12.94,-0.457627364874
12.96,-0.709539452786
12.98,-1.01743200468
13,-0.961451540698
13.02,-1.04542223667
13.04,-0.905471076718
13.06,-0.849490612737
13.08,-0.905471076718
13.1,-1.2413538606
13.12,-1.15738316463
13.14,-1.40929525254
13.16,-1.21336362861
13.18,-1.43728548453
13.2,-1.38130502055
13.22,-1.80115850041
13.24,-1.49326594851
13.26,-1.46527571652
13.28,-1.96909989235
13.3,-1.49326594851
13.32,-1.5212561805
13.34,-1.66120734045
13.36,-1.66120734045
13.38,-1.46527571652
13.4,-1.29733432458
13.42,-1.35331478856
13.44,-0.681549220796
13.46,-1.60522687647
13.48,-1.07341246866
13.5,-1.18537339662
13.52,-1.12939293264
13.54,-0.989441772689
13.56,-0.709539452786
13.58,-0.765519916767
13.6,-0.793510148757
13.62,-0.765519916767
13.64,-0.709539452786
13.66,-0.457627364874
13.68,-0.373656668904
13.7,-0.569588292835
13.72,-0.429637132884
13.74,-0.233705508952
13.76,-0.345666436913
13.78,-0.121744580991
13.8,-0.00978365303054
13.82,0.158157738911
13.84,0.354089362842
13.86,0.550020986774
13.88,0.522030754784
13.9,0.633991682745
13.92,0.689972146725
13.94,0.801933074686
13.96,0.773942842696
13.98,0.997864698618
14,0.941884234637
14.02,0.941884234637
14.04,1.02585493061
14.06,0.997864698618
14.08,1.13781585857
14.1,1.08183539459
14.12,1.22178655454
14.14,1.38972794648
14.16,1.27776701852
14.18,1.27776701852
14.2,1.38972794648
14.22,1.36173771449
14.24,1.36173771449
14.26,1.27776701852
14.28,1.3337474825
14.3,1.24977678653
14.32,1.24977678653
14.34,1.22178655454
14.36,1.24977678653
14.38,1.22178655454
14.4,1.24977678653
14.42,1.13781585857
14.44,1.10982562658
14.46,0.969874466628
14.48,0.997864698618
14.5,0.801933074686
14.52,0.773942842696
14.54,0.661981914735
14.56,0.466050290803
14.58,0.522030754784
14.6,0.466050290803
14.62,0.214138202891
14.64,-0.00978365303054
14.66,0.130167506921
14.68,0.186147970901
14.7,-0.0377738850208
14.72,-0.205715276962
14.74,-0.205715276962
14.76,-0.485617596864
14.78,-0.541598060845
14.8,-0.289685972933
14.82,-0.513607828855
14.84,-0.625568756816
14.86,-0.569588292835
14.88,-0.737529684777
14.9,-0.933461308708
14.92,-0.989441772689
14.94,-0.933461308708
14.96,-1.07341246866
14.98,-1.18537339662
15,-1.01743200468
15.02,-1.18537339662
15.04,-0.933461308708
15.06,-1.18537339662
15.08,-1.38130502055
15.1,-1.40929525254
15.12,-1.32532455657
15.14,-1.32532455657
15.16,-1.38130502055
15.18,-1.2413538606
15.2,-1.29733432458
15.22,-1.2413538606
15.24,-1.21336362861
15.26,-1.2413538606
15.28,-1.35331478856
15.3,-1.15738316463
15.32,-0.933461308708
15.34,-0.933461308708
15.36,-1.18537339662
15.38,-0.877480844728
15.4,-0.933461308708
15.42,-0.709539452786
15.44,-0.653558988806
15.46,-0.541598060845
15.48,-0.709539452786
15.5,-0.597578524825
15.52,-0.233705508952
15.54,0.270118666872
15.56,-0.625568756816
15.58,-0.513607828855
15.6,-0.065764117011
15.62,-0.0377738850208
15.64,0.242128434882
15.66,0.0461968109499
15.68,0.158157738911
15.7,0.410069826823
15.72,0.326099130852
15.74,0.494040522794
15.76,0.382079594833
15.78,0.633991682745
15.8,0.829923306676
15.82,0.661981914735
15.84,0.689972146725
15.86,0.913894002647
15.88,0.969874466628
15.9,0.913894002647
15.92,0.773942842696
15.94,0.941884234637
15.96,1.0538451626
15.98,1.08183539459
16,1.08183539459
16.02,1.16580609056
16.04,1.16580609056
16.06,1.19379632255
16.08,1.19379632255
16.1,1.19379632255
16.12,1.19379632255
16.14,1.10982562658
16.16,1.13781585857
16.18,0.997864698618
16.2,1.19379632255
16.22,1.08183539459
16.24,0.885903770657
16.26,0.885903770657
16.28,0.829923306676
16.3,0.913894002647
16.32,0.941884234637
16.34,0.829923306676
16.36,0.773942842696
16.38,0.606001450755
16.4,0.214138202891
16.42,0.466050290803
16.44,0.354089362842
16.46,0.158157738911
16.48,0.382079594833
16.5,0.130167506921
16.52,0.214138202891
16.54,0.186147970901
16.56,0.0741870429402
16.58,-0.177725044972
16.6,-0.177725044972
16.62,-0.065764117011
16.64,-0.401646900894
16.66,-0.513607828855
16.68,-0.429637132884
16.7,-0.653558988806
16.72,-0.317676204923
16.74,-0.989441772689
16.76,-0.765519916767
16.78,-0.765519916767
16.8,-1.01743200468
16.82,-0.961451540698
16.84,-0.961451540698
16.86,-1.10140270065
16.88,-1.04542223667
16.9,-1.07341246866
16.92,-1.07341246866
16.94,-1.12939293264
16.96,-1.01743200468
16.98,-1.29733432458
17,-1.15738316463
17.02,-1.21336362861
17.04,-1.12939293264
17.06,-1.12939293264
17.08,-1.10140270065
17.1,-1.15738316463
17.12,-0.961451540698
17.14,-0.989441772689
17.16,-1.01743200468
17.18,-1.07341246866
17.2,-0.933461308708
17.22,-0.709539452786
17.24,-0.793510148757
17.26,-0.961451540698
17.28,-0.653558988806
17.3,-0.709539452786
17.32,-0.765519916767
17.34,-0.597578524825
17.36,-0.513607828855
17.38,-0.905471076718
17.4,-0.0377738850208
17.42,-0.457627364874
17.44,-0.149734812982
17.46,-0.00978365303054
17.48,-0.177725044972
17.5,-0.177725044972
17.52,0.130167506921
17.54,-0.00978365303054
17.56,0.158157738911
17.58,0.0741870429402
17.6,0.326099130852
17.62,0.10217727493
17.64,0.130167506921
17.66,0.689972146725
17.68,0.801933074686
17.7,0.801933074686
17.72,0.885903770657
17.74,0.857913538667
17.76,0.717962378715
17.78,0.773942842696
17.8,0.885903770657
17.82,0.857913538667
17.84,1.10982562658
17.86,0.773942842696
17.88,0.997864698618
17.9,0.997864698618
17.92,1.08183539459
17.94,1.02585493061
17.96,0.997864698618
17.98,0.997864698618
18,0.997864698618
18.02,0.913894002647
18.04,0.857913538667
18.06,0.941884234637
18.08,0.801933074686
18.1,0.801933074686
18.12,0.689972146725
18.14,0.717962378715
18.16,0.689972146725
18.18,0.885903770657
18.2,0.606001450755
18.22,0.494040522794
18.24,0.633991682745
18.26,0.410069826823
18.28,0.270118666872
18.3,0.494040522794
18.32,0.214138202891
18.34,0.298108898862
18.36,0.158157738911
18.38,-0.065764117011
18.4,-0.065764117011
18.42,-0.149734812982
18.44,-0.233705508952
18.46,-0.345666436913
18.48,-0.289685972933
18.5,-0.233705508952
18.52,-0.429637132884
18.54,-0.401646900894
18.56,-0.457627364874
18.58,-0.457627364874
18.6,-0.737529684777
18.62,-0.653558988806
18.64,-0.793510148757
18.66,-0.709539452786
18.68,-0.737529684777
18.7,-0.933461308708
18.72,-0.989441772689
18.74,-1.01743200468
18.76,-0.933461308708
18.78,-0.961451540698
18.8,-0.989441772689
18.82,-1.01743200468
18.84,-1.04542223667
18.86,-0.989441772689
18.88,-1.04542223667
18.9,-1.01743200468
18.92,-0.905471076718
18.94,-0.989441772689
18.96,-0.961451540698
18.98,-0.877480844728
19,-0.877480844728
19.02,-0.877480844728
19.04,-0.709539452786
19.06,-0.793510148757
19.08,-1.01743200468
19.1,-0.625568756816
19.12,-0.709539452786
19.14,-0.765519916767
19.16,-0.457627364874
19.18,-0.513607828855
19.2,-0.289685972933
19.22,-0.541598060845
19.24,-0.177725044972
19.26,-0.261695740943
19.28,-0.205715276962
19.3,-0.233705508952
19.32,-0.149734812982
19.34,-0.289685972933
19.36,0.270118666872
19.38,0.214138202891
19.4,0.689972146725
19.42,0.186147970901
19.44,0.270118666872
19.46,0.158157738911
19.48,0.494040522794
19.5,0.354089362842
19.52,0.522030754784
19.54,0.661981914735
19.56,0.661981914735
19.58,0.801933074686
19.6,0.745952610706
19.62,0.745952610706
19.64,0.885903770657
19.66,0.857913538667
19.68,0.941884234637
19.7,0.885903770657
19.72,0.941884234637
19.74,0.829923306676
19.76,0.885903770657
19.78,0.857913538667
19.8,0.857913538667
19.82,0.829923306676
19.84,0.829923306676
19.86,0.941884234637
19.88,0.773942842696
19.9,0.745952610706
19.92,0.829923306676
19.94,0.633991682745
19.96,0.717962378715
19.98,0.773942842696
20,0.522030754784
20.02,0.578011218764
20.04,0.661981914735
20.06,0.606001450755
20.08,0.550020986774
20.1,0.578011218764
20.12,0.214138202891
20.14,0.186147970901
20.16,0.522030754784
20.18,0.298108898862
20.2,0.326099130852
20.22,0.214138202891
20.24,0.0182065789597
20.26,0.0461968109499
20.28,0.0741870429402
20.3,0.10217727493
20.32,-0.065764117011
20.34,-0.177725044972
20.36,-0.205715276962
20.38,-0.289685972933
20.4,-0.485617596864
20.42,-0.233705508952
20.44,-0.653558988806
20.46,-0.345666436913
20.48,-0.513607828855
20.5,-0.793510148757
20.52,-0.597578524825
20.54,-0.737529684777
20.56,-0.569588292835
20.58,-0.821500380747
20.6,-0.793510148757
20.62,-0.877480844728
20.64,-0.737529684777
20.66,-0.905471076718
20.68,-0.765519916767
20.7,-0.793510148757
20.72,-0.849490612737
20.74,-0.877480844728
20.76,-0.821500380747
20.78,-0.849490612737
20.8,-0.821500380747
20.82,-0.821500380747
20.84,-0.765519916767
20.86,-0.765519916767
20.88,-0.765519916767
20.9,-0.709539452786
20.92,-0.569588292835
20.94,-0.681549220796
20.96,-0.457627364874
20.98,-0.653558988806
21,-0.429637132884
21.02,-0.261695740943
21.04,-0.709539452786
21.06,-0.177725044972
21.08,-0.149734812982
21.1,-0.373656668904
21.12,-0.065764117011
21.14,-0.233705508952
21.16,-0.261695740943
21.18,-0.177725044972
21.2,0.130167506921
21.22,-0.0377738850208
21.24,0.10217727493
21.26,0.550020986774
21.28,0.214138202891
21.3,0.242128434882
21.32,0.214138202891
21.34,0.298108898862
21.36,0.354089362842
21.38,0.130167506921
21.4,0.773942842696
21.42,0.438060058813
21.44,0.410069826823
21.46,0.606001450755
21.48,0.494040522794
21.5,0.689972146725
21.52,0.717962378715
21.54,0.745952610706
21.56,0.801933074686
21.58,0.689972146725
21.6,0.661981914735
21.62,0.829923306676
21.64,0.829923306676
21.66,0.773942842696
21.68,0.773942842696
21.7,0.745952610706
21.72,0.689972146725
21.74,0.689972146725
21.76,0.661981914735
21.78,0.606001450755
21.8,0.717962378715
21.82,0.578011218764
21.84,0.494040522794
21.86,0.438060058813
21.88,0.494040522794
21.9,0.466050290803
21.92,0.550020986774
21.94,0.466050290803
21.96,0.354089362842
21.98,0.270118666872
22,0.326099130852
22.02,0.214138202891
22.04,0.130167506921
22.06,0.0741870429402
22.08,0.158157738911
22.1,-0.0377738850208
22.12,-0.121744580991
22.14,-0.149734812982
22.16,-0.065764117011
22.18,-0.205715276962
22.2,-0.261695740943
22.22,-0.261695740943
22.24,-0.233705508952
22.26,-0.317676204923
22.28,-0.345666436913
22.3,-0.513607828855
22.32,-0.401646900894
22.34,-0.457627364874
22.36,-0.625568756816
22.38,-0.653558988806
22.4,-0.485617596864
22.42,-0.569588292835
22.44,-0.653558988806
22.46,-0.709539452786
22.48,-0.625568756816
22.5,-0.765519916767
22.52,-0.765519916767
22.54,-0.681549220796
22.56,-0.709539452786
22.58,-0.765519916767
22.6,-0.709539452786
22.62,-0.709539452786
22.64,-0.709539452786
22.66,-0.709539452786
22.68,-0.653558988806
22.7,-0.625568756816
22.72,-0.653558988806
22.74,-0.569588292835
22.76,-0.597578524825
22.78,-0.457627364874
22.8,-0.541598060845
22.82,-0.513607828855
22.84,-0.485617596864
22.86,-0.345666436913
22.88,-0.429637132884
22.9,-0.485617596864
22.92,-0.233705508952
22.94,-0.00978365303054
22.96,-0.289685972933
22.98,-0.177725044972
23,-0.065764117011
23.02,-0.149734812982
23.04,0.0182065789597
23.06,0.0461968109499
23.08,-0.065764117011
23.1,-0.00978365303054
23.12,-0.065764117011
23.14,0.186147970901
23.16,0.382079594833
23.18,0.186147970901
23.2,0.242128434882
23.22,0.158157738911
23.24,0.522030754784
23.26,0.186147970901
23.28,0.354089362842
23.3,0.494040522794
23.32,0.633991682745
23.34,0.326099130852
23.36,0.522030754784
23.38,0.550020986774
23.4,0.494040522794
23.42,0.578011218764
23.44,0.606001450755
23.46,0.578011218764
23.48,0.578011218764
23.5,0.550020986774
23.52,0.606001450755
23.54,0.606001450755
23.56,0.550020986774
23.58,0.550020986774
23.6,0.550020986774
23.62,0.522030754784
23.64,0.522030754784
23.66,0.522030754784
23.68,0.410069826823
23.7,0.550020986774
23.72,0.410069826823
23.74,0.382079594833
23.76,0.438060058813
23.78,0.466050290803
23.8,0.158157738911
23.82,0.242128434882
23.84,0.242128434882
23.86,0.0461968109499
23.88,0.242128434882
23.9,0.0741870429402
23.92,-0.065764117011
23.94,0.10217727493
23.96,0.130167506921
23.98,-0.065764117011
24,-0.233705508952
24.02,-0.0937543490012
24.04,-0.205715276962
24.06,-0.289685972933
24.08,-0.121744580991
24.1,-0.149734812982
24.12,-0.317676204923
24.14,-0.261695740943
