"Latest: Time (s)","Latest: Acceleration (m/s²)","Run 1: Time (s)","Run 1: Acceleration (m/s²)"
0,-0.235170626335,0,-1.35331478856
0.02,-0.235170626335,0.02,-2.05307058832
0.04,-0.291151090315,0.04,-2.3889533722
0.06,-0.263160858325,0.06,-2.08106082031
0.08,-0.263160858325,0.08,-2.19302174827
0.1,-0.263160858325,0.1,-2.47292406817
0.12,-0.207180394344,0.12,-2.64086546011
0.14,-0.235170626335,0.14,-2.64086546011
0.16,-0.263160858325,0.16,-2.33297290822
0.18,-0.263160858325,0.18,-3.17267986793
0.2,-0.235170626335,0.2,-2.80880685205
0.22,-0.235170626335,0.22,-3.03272870798
0.24,-0.263160858325,0.24,-2.86478731603
0.26,-0.263160858325,0.26,-2.83679708404
0.28,-0.291151090315,0.28,-3.03272870798
0.3,-0.263160858325,0.3,-2.80880685205
0.32,-0.235170626335,0.32,-2.78081662006
0.34,-0.263160858325,0.34,-2.78081662006
0.36,-0.263160858325,0.36,-2.89277754802
0.38,-0.291151090315,0.38,-2.52890453215
0.4,-0.235170626335,0.4,-2.6688556921
0.42,-0.235170626335,0.42,-2.50091430016
0.44,-0.235170626335,0.44,-2.6688556921
0.46,-0.235170626335,0.46,-2.44493383618
0.48,-0.263160858325,0.48,-2.50091430016
0.5,-0.263160858325,0.5,-1.71718780443
0.52,-0.263160858325,0.52,-2.33297290822
0.54,-0.291151090315,0.54,-2.1090510523
0.56,-0.235170626335,0.56,-1.71718780443
0.58,-0.235170626335,0.58,-1.71718780443
0.6,-0.263160858325,0.6,-1.68919757244
0.62,-0.291151090315,0.62,-0.793510148757
0.64,-0.263160858325,0.64,0.0741870429402
0.66,-0.235170626335,0.66,-1.15738316463
0.68,-0.207180394344,0.68,-0.961451540698
0.7,-0.235170626335,0.7,-0.681549220796
0.72,-0.235170626335,0.72,-0.149734812982
0.74,-0.263160858325,0.74,0.0741870429402
0.76,-0.291151090315,0.76,0.158157738911
0.78,-0.207180394344,0.78,0.10217727493
0.8,-0.235170626335,0.8,0.494040522794
0.82,-0.263160858325,0.82,0.745952610706
0.84,-0.263160858325,0.84,0.689972146725
0.86,-0.263160858325,0.86,0.829923306676
0.88,-0.263160858325,0.88,1.02585493061
0.9,-0.235170626335,0.9,1.44570841046
0.92,-0.179190162354,0.92,1.55766933842
0.94,-0.263160858325,0.94,1.72561073036
0.96,-0.291151090315,0.96,1.55766933842
0.98,-0.263160858325,0.98,2.28541537017
1,-0.235170626335,1,2.17345444221
1.02,-0.235170626335,1.02,2.50933722609
1.04,-0.263160858325,1.04,2.81722977798
